Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETR801","42R801","42R801 - BORGERHOUT","SPO-BETR801_00482_100","o-C6H4-(CH3)2","4.43182","51.20966","6.0","m","urban","background","01/06/2000 00:00:00","01/07/2014 00:00:00","SAM-BETR801_00482","3.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BETR801_00482_1","01/06/2000 00:00:00","","automatic","other","","","","","","","","ref","","1","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETR801","42R801","42R801 - BORGERHOUT","SPO-BETR801_06001_100","PM2.5","4.43182","51.20966","6.0","m","urban","background","01/03/2003 00:00:00","","SAM-BETR801_06001","3.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BETR801_06001_1","01/03/2003 00:00:00","","automatic","OPC-CMC","","","","","","","","yes"," 
                https://www.irceline.be/equivalenceReports.html
              ","4","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETR802","42R802","42R802 - BORGERHOUT","SPO-BETR802_00005_100","PM10","4.43166","51.20944","6.0","m","urban","traffic","11/05/2009 00:00:00","","SAM-BETR802_00005","3.0","m","10.0","m","5.0","m","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BETR802_00005_1","11/05/2009 00:00:00","","automatic","other","","","","","","","","no","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB17","00HB17","00HB17 - HOBOKEN","SPO-BEMHB17_05018_100","As in PM10","4.33786","51.17030","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB17_05018","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB17_05018_1","01/01/2003 00:00:00","","automatic","other","","","","","","","","ref","","10","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB17","00HB17","00HB17 - HOBOKEN","SPO-BEMHB17_05018_100","As in PM10","4.33786","51.17030","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB17_05018","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB17_05018_2","01/01/2005 00:00:00","","automatic","other","","","","","","","","ref","","100","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB17","00HB17","00HB17 - HOBOKEN","SPO-BEMHB17_05063_100","Zn in PM10","4.33786","51.17030","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB17_05063","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB17_05063_1","01/01/2003 00:00:00","","automatic","other","","","","","","","","ref","","2","ug.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB17","00HB17","00HB17 - HOBOKEN","SPO-BEMHB17_05063_100","Zn in PM10","4.33786","51.17030","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB17_05063","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB17_05063_2","01/01/2005 00:00:00","","automatic","other","","","","","","","","ref","","30","ug.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB17","00HB17","00HB17 - HOBOKEN","SPO-BEMHB17_05073_100","Cu in PM10","4.33786","51.17030","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB17_05073","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB17_05073_1","01/01/2003 00:00:00","","automatic","other","","","","","","","","ref","","14","ug.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB17","00HB17","00HB17 - HOBOKEN","SPO-BEMHB17_05073_100","Cu in PM10","4.33786","51.17030","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB17_05073","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB17_05073_2","01/01/2005 00:00:00","","automatic","other","","","","","","","","ref","","140","ug.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB18","00HB18","00HB18 - HOBOKEN","SPO-BEMHB18_00005_100","PM10","4.34412","51.17388","10.0","m","suburban","industrial","01/01/2003 00:00:00","","SAM-BEMHB18_00005","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB18_00005_1","01/01/2003 00:00:00","","automatic","other","","","","","","","","yes"," 
                https://www.irceline.be/equivalenceReports.html
              ","0","ug.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BEMHB18","00HB18","00HB18 - HOBOKEN","SPO-BEMHB18_05012_100","Pb in PM10","4.34412","51.17388","10.0","m","suburban","industrial","01/04/2002 00:00:00","","SAM-BEMHB18_05012","2.0","m","","","","","","","Other","","","0","","","","","Antwerpen","","","","","","","","","","SPP-BEMHB18_05012_1","01/04/2002 00:00:00","","automatic","other","","","","","","","","ref","","8","ug.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMJMP1","0JMP01","0JMP01 - JEMEPPE","SPO-BEMJMP1_05015_100","Ni in PM10","5.51640","50.62067","80.0","m","suburban","industrial","01/01/2008 00:00:00","","SAM-BEMJMP1_05015","2.0","m","","","","","","","Other","","","0","","","","","Seraing","","","","","","","","","","SPP-BEMJMP1_05015_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ng.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMJMP1","0JMP01","0JMP01 - JEMEPPE","SPO-BEMJMP1_05018_100","As in PM10","5.51640","50.62067","80.0","m","suburban","industrial","01/01/2008 00:00:00","","SAM-BEMJMP1_05018","2.0","m","","","","","","","Other","","","0","","","","","Seraing","","","","","","","","","","SPP-BEMJMP1_05018_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ng.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMLIE3","0LIE03","0LIE03 - LIEGE","SPO-BEMLIE3_05012_100","Pb in PM10","5.63162","50.65280","60.0","m","suburban","industrial","01/01/2008 00:00:00","01/01/2013 00:00:00","SAM-BEMLIE3_05012","2.0","m","","","","","","","Other","","","0","","","","","Liège","","","","","","","","","","SPP-BEMLIE3_05012_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ug.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMLIE3","0LIE03","0LIE03 - LIEGE","SPO-BEMLIE3_05014_100","Cd in PM10","5.63162","50.65280","60.0","m","suburban","industrial","01/01/2008 00:00:00","01/01/2013 00:00:00","SAM-BEMLIE3_05014","2.0","m","","","","","","","Other","","","0","","","","","Liège","","","","","","","","","","SPP-BEMLIE3_05014_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ng.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMLIE3","0LIE03","0LIE03 - LIEGE","SPO-BEMLIE3_05015_100","Ni in PM10","5.63162","50.65280","60.0","m","suburban","industrial","01/01/2008 00:00:00","01/01/2013 00:00:00","SAM-BEMLIE3_05015","2.0","m","","","","","","","Other","","","0","","","","","Liège","","","","","","","","","","SPP-BEMLIE3_05015_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ng.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMLIE3","0LIE03","0LIE03 - LIEGE","SPO-BEMLIE3_05018_100","As in PM10","5.63162","50.65280","60.0","m","suburban","industrial","01/01/2008 00:00:00","01/01/2013 00:00:00","SAM-BEMLIE3_05018","2.0","m","","","","","","","Other","","","0","","","","","Liège","","","","","","","","","","SPP-BEMLIE3_05018_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ng.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMM522","00M522","00M522 - MONS","SPO-BEMM522_05012_100","Pb in PM10","3.93900","50.46506","56.0","m","urban","background","01/01/2008 00:00:00","","SAM-BEMM522_05012","2.0","m","","","","","","","Other","","","0","","","","","Mons","","","","","","","","","","SPP-BEMM522_05012_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ug.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEMM522","00M522","00M522 - MONS","SPO-BEMM522_05014_100","Cd in PM10","3.93900","50.46506","56.0","m","urban","background","01/01/2008 00:00:00","","SAM-BEMM522_05014","2.0","m","","","","","","","Other","","","0","","","","","Mons","","","","","","","","","","SPP-BEMM522_05014_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","0","ng.m-3","","http://report.irceline.be/qa/","1","week","1","week","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06005_100","H2C=CH-CH2-CH3","3.59426","50.50550","30.0","m","suburban","background","21/10/2005 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06005","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06005_1","21/10/2005 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06006_100","trans-H3C-CH=CH-CH3","3.59426","50.50550","30.0","m","suburban","background","21/10/2005 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06006","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06006_1","21/10/2005 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06007_100","cis-H3C-CH=CH-CH3","3.59426","50.50550","30.0","m","suburban","background","21/10/2005 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06007","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06007_1","21/10/2005 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06008_100","H2C=CH-CH2-CH2-CH3","3.59426","50.50550","30.0","m","suburban","background","21/10/2005 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06008","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06008_1","21/10/2005 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06009_100","H3C-HC=CH-CH2-CH3","3.59426","50.50550","30.0","m","suburban","background","01/01/2009 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06009","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06009_1","01/01/2009 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06011_100","1,2,4-C6H3(CH3)3","3.59426","50.50550","30.0","m","suburban","background","01/01/2008 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06011","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06011_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06013_100","1,3,5-C6H3(CH3)3","3.59426","50.50550","30.0","m","suburban","background","01/01/2008 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06013","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06013_1","01/01/2008 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Wallonia","Wallonia","UTC","BEVN520","50N520","50N520 - PERUWELZ","SPO-BEVN520_06016_100","C6H12","3.59426","50.50550","30.0","m","suburban","background","21/10/2005 00:00:00","01/01/2018 00:00:00","SAM-BEVN520_06016","3.0","m","","","","","","","Other","","","0","","","","","Péruwelz","","","","","","","","","","SPP-BEVN520_06016_1","21/10/2005 00:00:00","","automatic","other","","","","","","","","ref","","9","ug.m-3","","http://report.irceline.be/qa/","1","day","2","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM702","44M702","44M702 - ERTVELDE","SPO-BETM702_00008_100","NO2","3.76214","51.16602","5.0","m","rural","industrial","01/03/1998 00:00:00","01/01/2021 00:00:00","SAM-BETM702_00008","3.0","m","","","","","","","Other","","","0","","","","","Evergem","","","","","","","","","","SPP-BETM702_00008_1","01/03/1998 00:00:00","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM702","44M702","44M702 - ERTVELDE","SPO-BETM702_00038_100","NO","3.76214","51.16602","5.0","m","rural","industrial","01/03/1998 00:00:00","01/01/2021 00:00:00","SAM-BETM702_00038","3.0","m","","","","","","","Other","","","0","","","","","Evergem","","","","","","","","","","SPP-BETM702_00038_1","01/03/1998 00:00:00","","automatic","chemi","","","","","","","","ref","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM705","44M705","44M705 - ROESELARE","SPO-BETM705_00001_100","SO2","3.15240","50.94536","19.0","m","suburban","industrial","12/02/1992 00:00:00","12/02/2004 00:00:00","SAM-BETM705_00001","3.0","m","","","","","","","Other","","","0","","","","","Roeselare","","","","","","","","","","SPP-BETM705_00001_1","12/02/1992 00:00:00","","automatic","other","","","","","","","","ref","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM705","44M705","44M705 - ROESELARE","SPO-BETM705_00005_100","PM10","3.15240","50.94536","19.0","m","suburban","industrial","01/07/1995 00:00:00","","SAM-BETM705_00005","3.0","m","","","","","","","Other","","","0","","","","","Roeselare","","","","","","","","","","SPP-BETM705_00005_1","01/07/1995 00:00:00","","automatic","other","","","","","","","","no","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM705","44M705","44M705 - ROESELARE","SPO-BETM705_00005_100","PM10","3.15240","50.94536","19.0","m","suburban","industrial","01/07/1995 00:00:00","","SAM-BETM705_00005","3.0","m","","","","","","","Other","","","0","","","","","Roeselare","","","","","","","","","","SPP-BETM705_00005_2","01/01/2015 00:00:00","","automatic","OPC-CMC","","","","","","","","no","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM705","44M705","44M705 - ROESELARE","SPO-BETM705_00005_100","PM10","3.15240","50.94536","19.0","m","suburban","industrial","01/07/1995 00:00:00","","SAM-BETM705_00005","3.0","m","","","","","","","Other","","","0","","","","","Roeselare","","","","","","","","","","SPP-BETM705_00005_3","01/01/2024 00:00:00","","automatic","OPC-CMC","","","","","","","","yes"," 
                https://www.irceline.be/equivalenceReports.html
              ","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM705","44M705","44M705 - ROESELARE","SPO-BETM705_00007_100","O3","3.15240","50.94536","19.0","m","suburban","industrial","01/09/1997 00:00:00","","SAM-BETM705_00007","3.0","m","","","","","","","Other","","","0","","","","","Roeselare","","","","","","","","","","SPP-BETM705_00007_1","01/09/1997 00:00:00","","automatic","UV-P","","","","","","","","ref","","0","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Flanders","Flanders","UTC","BETM705","44M705","44M705 - ROESELARE","SPO-BETM705_00008_100","NO2","3.15240","50.94536","19.0","m","suburban","industrial","01/01/2005 00:00:00","","SAM-BETM705_00008","3.0","m","","","","","","","Other","","","0","","","","","Roeselare","","","","","","","","","","SPP-BETM705_00008_1","01/01/2005 00:00:00","","automatic","chemi","","","","","","","","ref","","1","ug.m-3","","http://report.irceline.be/qa/","1","hour","1","hour","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Brussels","Brussels","UTC","BEPR003","61R003","61R003 - ARTS-LOI","SPO-BEPR003_00622_100","Benzo(ghi)perylene","4.36868","50.84572","70.0","m","urban","background","01/01/2000 00:00:00","01/11/2000 00:00:00","SAM-BEPR003_00622","2.0","m","","","","","","","Other","","","0","","","","","Brussel=Bruxelles","","","","","","","","","","SPP-BEPR003_00622_1","01/11/1998 00:00:00","","automatic","other","","","","","","","","ref","","1","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Brussels","Brussels","UTC","BEPR003","61R003","61R003 - ARTS-LOI","SPO-BEPR003_00625_100","Benzo(k)fluoranthene","4.36868","50.84572","70.0","m","urban","background","01/01/2000 00:00:00","01/11/2000 00:00:00","SAM-BEPR003_00625","2.0","m","","","","","","","Other","","","0","","","","","Brussel=Bruxelles","","","","","","","","","","SPP-BEPR003_00625_1","01/11/1998 00:00:00","","automatic","other","","","","","","","","ref","","1","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Brussels","Brussels","UTC","BEPR003","61R003","61R003 - ARTS-LOI","SPO-BEPR003_00643_100","Fluoranthene","4.36868","50.84572","70.0","m","urban","background","01/01/2000 00:00:00","01/11/2000 00:00:00","SAM-BEPR003_00643","2.0","m","","","","","","","Other","","","0","","","","","Brussel=Bruxelles","","","","","","","","","","SPP-BEPR003_00643_1","01/01/2000 00:00:00","","automatic","other","","","","","","","","ref","","1","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Brussels","Brussels","UTC","BEPR003","61R003","61R003 - ARTS-LOI","SPO-BEPR003_00654_100","Indeno-(1,2,3-cd)pyrene","4.36868","50.84572","70.0","m","urban","background","01/01/2000 00:00:00","01/11/2000 00:00:00","SAM-BEPR003_00654","2.0","m","","","","","","","Other","","","0","","","","","Brussel=Bruxelles","","","","","","","","","","SPP-BEPR003_00654_1","01/11/1998 00:00:00","","automatic","other","","","","","","","","ref","","1","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
"Belgium","BE.CELINE-IRCEL.AQ","2024","NET-Brussels","Brussels","UTC","BEPR003","61R003","61R003 - ARTS-LOI","SPO-BEPR003_00715_100","Pyrene","4.36868","50.84572","70.0","m","urban","background","01/01/2000 00:00:00","01/11/2000 00:00:00","SAM-BEPR003_00715","2.0","m","","","","","","","Other","","","0","","","","","Brussel=Bruxelles","","","","","","","","","","SPP-BEPR003_00715_1","01/01/2000 00:00:00","","automatic","other","","","","","","","","ref","","1","ng.m-3","","http://report.irceline.be/qa/","1","day","1","day","http://cdr.eionet.europa.eu/be/eu/aqd/d/envam0krq/BE_D_methods_2025_v4.xml","20/09/2025 14:00:15"
